2021-12-15 22:37:26,393 INFO 0 0
2021-12-15 22:37:26,395 INFO 0 0
2021-12-15 22:37:26,398 INFO 0 0
2021-12-15 22:37:26,845 INFO 0 0
2021-12-15 22:37:26,846 INFO 0 0
2021-12-15 22:37:26,846 INFO 0 0
2021-12-15 22:37:27,232 INFO 0 0
2021-12-15 22:37:27,233 INFO 0 0
2021-12-15 22:37:27,235 INFO 0 0
2021-12-15 22:37:27,534 INFO 0 0
2021-12-15 22:37:27,537 INFO 0 0
2021-12-15 22:37:27,537 INFO 0 0
2021-12-15 22:37:27,770 INFO 0 0
2021-12-15 22:37:27,771 INFO 0 0
2021-12-15 22:37:27,772 INFO 0 0
2021-12-15 22:37:27,992 INFO 0 0
2021-12-15 22:37:27,994 INFO 0 0
2021-12-15 22:37:27,995 INFO 0 0
2021-12-15 22:37:28,294 INFO 0 0
2021-12-15 22:37:28,296 INFO 0 0
2021-12-15 22:37:28,297 INFO 1 0
2021-12-15 22:37:28,498 INFO 1 0
2021-12-15 22:37:28,502 INFO 1 0
2021-12-15 22:37:28,503 INFO 2 0
2021-12-15 22:37:28,699 INFO 2 0
2021-12-15 22:37:28,699 INFO 2 0
2021-12-15 22:37:28,700 INFO 3 0
2021-12-15 22:37:28,954 INFO 3 0
2021-12-15 22:37:28,956 INFO 3 0
2021-12-15 22:37:28,958 INFO 4 0
2021-12-15 22:37:29,172 INFO 4 0
2021-12-15 22:37:29,173 INFO 4 0
2021-12-15 22:37:29,173 INFO 5 0
2021-12-15 22:37:29,381 INFO 5 0
2021-12-15 22:37:29,382 INFO 5 0
2021-12-15 22:37:29,383 INFO 6 0
2021-12-15 22:37:29,571 INFO 6 0
2021-12-15 22:37:29,573 INFO 6 0
2021-12-15 22:37:29,574 INFO 7 0
2021-12-15 22:37:29,754 INFO 7 0
2021-12-15 22:37:29,755 INFO 7 0
2021-12-15 22:37:29,755 INFO 8 0
2021-12-15 22:37:29,914 INFO 8 0
